"Notes"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"White"	"2106-3"	"Female"	"F"	22612	101740930	22.2	14.9
	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"White"	"2106-3"	"Male"	"M"	25134	98386442	25.5	22.3
	"2010"	"2010"	"#Parkinson disease (G20-G21)"	"GR113-051"	"Black or African American"	"2054-5"	"Female"	"F"	350	20624873	1.7	2.1
	"2010"	"2010"	"#Parkinson disease (G20-G21)"	"GR113-051"	"Black or African American"	"2054-5"	"Male"	"M"	445	18812260	2.4	5.0
	"2010"	"2010"	"#Parkinson disease (G20-G21)"	"GR113-051"	"White"	"2106-3"	"Female"	"F"	8191	101740930	8.1	5.0
	"2010"	"2010"	"#Parkinson disease (G20-G21)"	"GR113-051"	"White"	"2106-3"	"Male"	"M"	11627	98386442	11.8	11.2
	"2010"	"2010"	"#Alzheimer disease (G30)"	"GR113-052"	"Black or African American"	"2054-5"	"Female"	"F"	3698	20624873	17.9	22.0
	"2010"	"2010"	"#Alzheimer disease (G30)"	"GR113-052"	"Black or African American"	"2054-5"	"Male"	"M"	1471	18812260	7.8	18.2
	"2010"	"2010"	"#Alzheimer disease (G30)"	"GR113-052"	"White"	"2106-3"	"Female"	"F"	51224	101740930	50.3	28.9
	"2010"	"2010"	"#Alzheimer disease (G30)"	"GR113-052"	"White"	"2106-3"	"Male"	"M"	22278	98386442	22.6	22.0
	"2010"	"2010"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Black or African American"	"2054-5"	"Female"	"F"	33618	20624873	163.0	189.1
	"2010"	"2010"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Black or African American"	"2054-5"	"Male"	"M"	34597	18812260	183.9	286.3
	"2010"	"2010"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"White"	"2106-3"	"Female"	"F"	236208	101740930	232.2	142.5
	"2010"	"2010"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"White"	"2106-3"	"Male"	"M"	247765	98386442	251.8	226.9
	"2010"	"2010"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"Black or African American"	"2054-5"	"Female"	"F"	2863	20624873	13.9	16.1
	"2010"	"2010"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"Black or African American"	"2054-5"	"Male"	"M"	2196	18812260	11.7	18.8
	"2010"	"2010"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"White"	"2106-3"	"Female"	"F"	11402	101740930	11.2	6.7
	"2010"	"2010"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"White"	"2106-3"	"Male"	"M"	7476	98386442	7.6	6.9
	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"Black or African American"	"2054-5"	"Female"	"F"	8943	20624873	43.4	50.7
	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"Black or African American"	"2054-5"	"Male"	"M"	6890	18812260	36.6	58.1
	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"White"	"2106-3"	"Female"	"F"	61809	101740930	60.8	37.4
	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"White"	"2106-3"	"Male"	"M"	40040	98386442	40.7	37.5
	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"Black or African American"	"2054-5"	"Female"	"F"	2514	20624873	12.2	14.3
	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"Black or African American"	"2054-5"	"Male"	"M"	2340	18812260	12.4	21.7
	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"White"	"2106-3"	"Female"	"F"	21587	101740930	21.2	13.1
	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"White"	"2106-3"	"Male"	"M"	18657	98386442	19.0	17.7
	"2010"	"2010"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"Black or African American"	"2054-5"	"Female"	"F"	4134	20624873	20.0	23.3
	"2010"	"2010"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"Black or African American"	"2054-5"	"Male"	"M"	4480	18812260	23.8	40.7
	"2010"	"2010"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"White"	"2106-3"	"Female"	"F"	65497	101740930	64.4	42.9
	"2010"	"2010"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"White"	"2106-3"	"Male"	"M"	57390	98386442	58.3	52.5
	"2010"	"2010"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"Black or African American"	"2054-5"	"Female"	"F"	653	20624873	3.2	3.8
	"2010"	"2010"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"Black or African American"	"2054-5"	"Male"	"M"	716	18812260	3.8	7.1
	"2010"	"2010"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"White"	"2106-3"	"Female"	"F"	6677	101740930	6.6	4.0
	"2010"	"2010"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"White"	"2106-3"	"Male"	"M"	7862	98386442	8.0	7.6
	"2010"	"2010"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"Black or African American"	"2054-5"	"Female"	"F"	907	20624873	4.4	4.5
	"2010"	"2010"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"Black or African American"	"2054-5"	"Male"	"M"	1694	18812260	9.0	10.0
	"2010"	"2010"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"White"	"2106-3"	"Female"	"F"	8385	101740930	8.2	6.4
	"2010"	"2010"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"White"	"2106-3"	"Male"	"M"	15270	98386442	15.5	12.7
	"2010"	"2010"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"Black or African American"	"2054-5"	"Female"	"F"	4785	20624873	23.2	27.0
	"2010"	"2010"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"Black or African American"	"2054-5"	"Male"	"M"	3984	18812260	21.2	34.9
	"2010"	"2010"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"White"	"2106-3"	"Female"	"F"	18460	101740930	18.1	11.5
	"2010"	"2010"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"White"	"2106-3"	"Male"	"M"	18503	98386442	18.8	17.4
	"2010"	"2010"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"Black or African American"	"2054-5"	"Female"	"F"	1730	20624873	8.4	8.0
	"2010"	"2010"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"Black or African American"	"2054-5"	"Male"	"M"	2116	18812260	11.2	9.5
	"2010"	"2010"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"White"	"2106-3"	"Female"	"F"	2235	101740930	2.2	3.0
	"2010"	"2010"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"White"	"2106-3"	"Male"	"M"	2830	98386442	2.9	3.6
	"2010"	"2010"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"Black or African American"	"2054-5"	"Female"	"F"	3933	20624873	19.1	20.0
	"2010"	"2010"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"Black or African American"	"2054-5"	"Male"	"M"	7920	18812260	42.1	47.5
	"2010"	"2010"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"White"	"2106-3"	"Female"	"F"	36673	101740930	36.0	29.2
	"2010"	"2010"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"White"	"2106-3"	"Male"	"M"	57747	98386442	58.7	56.6
	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"Black or African American"	"2054-5"	"Female"	"F"	379	20624873	1.8	1.9
	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"Black or African American"	"2054-5"	"Male"	"M"	1712	18812260	9.1	9.4
	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"White"	"2106-3"	"Female"	"F"	6772	101740930	6.7	6.2
	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"White"	"2106-3"	"Male"	"M"	25238	98386442	25.7	24.2
	"2010"	"2010"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"Black or African American"	"2054-5"	"Female"	"F"	1099	20624873	5.3	5.2
	"2010"	"2010"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"Black or African American"	"2054-5"	"Male"	"M"	6580	18812260	35.0	33.1
	"2010"	"2010"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"White"	"2106-3"	"Female"	"F"	1768	101740930	1.7	1.8
	"2010"	"2010"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"White"	"2106-3"	"Male"	"M"	3267	98386442	3.3	3.3
	"2011"	"2011"	"#Septicemia (A40-A41)"	"GR113-010"	"Black or African American"	"2054-5"	"Female"	"F"	3297	20870136	15.8	17.8
	"2011"	"2011"	"#Septicemia (A40-A41)"	"GR113-010"	"Black or African American"	"2054-5"	"Male"	"M"	2666	19074760	14.0	21.6
	"2011"	"2011"	"#Septicemia (A40-A41)"	"GR113-010"	"White"	"2106-3"	"Female"	"F"	14350	101843411	14.1	9.2
	"2011"	"2011"	"#Septicemia (A40-A41)"	"GR113-010"	"White"	"2106-3"	"Male"	"M"	12319	98579832	12.5	11.0
	"2011"	"2011"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Black or African American"	"2054-5"	"Female"	"F"	1445	20870136	6.9	7.1
	"2011"	"2011"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Black or African American"	"2054-5"	"Male"	"M"	2693	19074760	14.1	15.0
	"2011"	"2011"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"White"	"2106-3"	"Female"	"F"	406	101843411	0.4	0.4
	"2011"	"2011"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"White"	"2106-3"	"Male"	"M"	1822	98579832	1.8	1.6
	"2011"	"2011"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Black or African American"	"2054-5"	"Female"	"F"	32530	20870136	155.9	170.6
	"2011"	"2011"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Black or African American"	"2054-5"	"Male"	"M"	33628	19074760	176.3	259.4
	"2011"	"2011"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"White"	"2106-3"	"Female"	"F"	217886	101843411	213.9	147.9
	"2011"	"2011"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"White"	"2106-3"	"Male"	"M"	242140	98579832	245.6	207.6
	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"Black or African American"	"2054-5"	"Female"	"F"	6785	20870136	32.5	36.7
	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"Black or African American"	"2054-5"	"Male"	"M"	5986	19074760	31.4	46.1
	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"White"	"2106-3"	"Female"	"F"	23904	101843411	23.5	15.6
	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"White"	"2106-3"	"Male"	"M"	27060	98579832	27.4	23.5
	"2011"	"2011"	"#Parkinson disease (G20-G21)"	"GR113-051"	"Black or African American"	"2054-5"	"Female"	"F"	390	20870136	1.9	2.3
	"2011"	"2011"	"#Parkinson disease (G20-G21)"	"GR113-051"	"Black or African American"	"2054-5"	"Male"	"M"	482	19074760	2.5	5.2
	"2011"	"2011"	"#Parkinson disease (G20-G21)"	"GR113-051"	"White"	"2106-3"	"Female"	"F"	8491	101843411	8.3	5.2
	"2011"	"2011"	"#Parkinson disease (G20-G21)"	"GR113-051"	"White"	"2106-3"	"Male"	"M"	12134	98579832	12.3	11.4
	"2011"	"2011"	"#Alzheimer disease (G30)"	"GR113-052"	"Black or African American"	"2054-5"	"Female"	"F"	3889	20870136	18.6	22.5
	"2011"	"2011"	"#Alzheimer disease (G30)"	"GR113-052"	"Black or African American"	"2054-5"	"Male"	"M"	1557	19074760	8.2	18.5
	"2011"	"2011"	"#Alzheimer disease (G30)"	"GR113-052"	"White"	"2106-3"	"Female"	"F"	51966	101843411	51.0	28.8
	"2011"	"2011"	"#Alzheimer disease (G30)"	"GR113-052"	"White"	"2106-3"	"Male"	"M"	22482	98579832	22.8	21.4
	"2011"	"2011"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Black or African American"	"2054-5"	"Female"	"F"	33119	20870136	158.7	180.3
	"2011"	"2011"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Black or African American"	"2054-5"	"Male"	"M"	34476	19074760	180.7	272.8
	"2011"	"2011"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"White"	"2106-3"	"Female"	"F"	234192	101843411	230.0	138.8
	"2011"	"2011"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"White"	"2106-3"	"Male"	"M"	248787	98579832	252.4	221.6
	"2011"	"2011"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"Black or African American"	"2054-5"	"Female"	"F"	2785	20870136	13.3	15.3
	"2011"	"2011"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"Black or African American"	"2054-5"	"Male"	"M"	2180	19074760	11.4	17.9
	"2011"	"2011"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"White"	"2106-3"	"Female"	"F"	12227	101843411	12.0	7.1
	"2011"	"2011"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"White"	"2106-3"	"Male"	"M"	7926	98579832	8.0	7.1
	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"Black or African American"	"2054-5"	"Female"	"F"	8743	20870136	41.9	48.2
	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"Black or African American"	"2054-5"	"Male"	"M"	6979	19074760	36.6	57.0
	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"White"	"2106-3"	"Female"	"F"	61290	101843411	60.2	36.5
	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"White"	"2106-3"	"Male"	"M"	39753	98579832	40.3	36.1
	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"Black or African American"	"2054-5"	"Female"	"F"	2712	20870136	13.0	14.9
	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"Black or African American"	"2054-5"	"Male"	"M"	2386	19074760	12.5	21.2
	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"White"	"2106-3"	"Female"	"F"	23034	101843411	22.6	13.7
	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"White"	"2106-3"	"Male"	"M"	20316	98579832	20.6	18.7
	"2011"	"2011"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"Black or African American"	"2054-5"	"Female"	"F"	4346	20870136	20.8	23.8
	"2011"	"2011"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"Black or African American"	"2054-5"	"Male"	"M"	4648	19074760	24.4	40.4
	"2011"	"2011"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"White"	"2106-3"	"Female"	"F"	67812	101843411	66.6	43.7
	"2011"	"2011"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"White"	"2106-3"	"Male"	"M"	59223	98579832	60.1	52.7
	"2011"	"2011"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"Black or African American"	"2054-5"	"Female"	"F"	713	20870136	3.4	4.0
	"2011"	"2011"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"Black or African American"	"2054-5"	"Male"	"M"	770	19074760	4.0	7.4
	"2011"	"2011"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"White"	"2106-3"	"Female"	"F"	7271	101843411	7.1	4.3
	"2011"	"2011"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"White"	"2106-3"	"Male"	"M"	8242	98579832	8.4	7.7
	"2011"	"2011"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"Black or African American"	"2054-5"	"Female"	"F"	1033	20870136	4.9	4.9
	"2011"	"2011"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"Black or African American"	"2054-5"	"Male"	"M"	1750	19074760	9.2	10.0
	"2011"	"2011"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"White"	"2106-3"	"Female"	"F"	8988	101843411	8.8	6.8
	"2011"	"2011"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"White"	"2106-3"	"Male"	"M"	15764	98579832	16.0	12.9
	"2011"	"2011"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"Black or African American"	"2054-5"	"Female"	"F"	4310	20870136	20.7	23.7
	"2011"	"2011"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"Black or African American"	"2054-5"	"Male"	"M"	3734	19074760	19.6	31.2
	"2011"	"2011"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"White"	"2106-3"	"Female"	"F"	16594	101843411	16.3	10.1
	"2011"	"2011"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"White"	"2106-3"	"Male"	"M"	16898	98579832	17.1	15.4
	"2011"	"2011"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"Black or African American"	"2054-5"	"Female"	"F"	1719	20870136	8.2	7.9
	"2011"	"2011"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"Black or African American"	"2054-5"	"Male"	"M"	2171	19074760	11.4	9.5
	"2011"	"2011"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"White"	"2106-3"	"Female"	"F"	2240	101843411	2.2	3.0
	"2011"	"2011"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"White"	"2106-3"	"Male"	"M"	2826	98579832	2.9	3.7
	"2011"	"2011"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"Black or African American"	"2054-5"	"Female"	"F"	4080	20870136	19.5	20.2
	"2011"	"2011"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"Black or African American"	"2054-5"	"Male"	"M"	8219	19074760	43.1	47.9
	"2011"	"2011"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"White"	"2106-3"	"Female"	"F"	38562	101843411	37.9	30.5
	"2011"	"2011"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"White"	"2106-3"	"Male"	"M"	60043	98579832	60.9	58.3
	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"Black or African American"	"2054-5"	"Female"	"F"	404	20870136	1.9	1.9
	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"Black or African American"	"2054-5"	"Male"	"M"	1790	19074760	9.4	9.7
	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"White"	"2106-3"	"Female"	"F"	7173	101843411	7.0	6.7
	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"White"	"2106-3"	"Male"	"M"	25858	98579832	26.2	24.8
	"2011"	"2011"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"Black or African American"	"2054-5"	"Female"	"F"	1106	20870136	5.3	5.2
	"2011"	"2011"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"Black or African American"	"2054-5"	"Male"	"M"	6658	19074760	34.9	33.0
	"2011"	"2011"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"White"	"2106-3"	"Female"	"F"	1723	101843411	1.7	1.7
	"2011"	"2011"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"White"	"2106-3"	"Male"	"M"	3347	98579832	3.4	3.4
	"2012"	"2012"	"#Septicemia (A40-A41)"	"GR113-010"	"Black or African American"	"2054-5"	"Female"	"F"	3241	21087405	15.4	17.0
	"2012"	"2012"	"#Septicemia (A40-A41)"	"GR113-010"	"Black or African American"	"2054-5"	"Male"	"M"	2677	19303983	13.9	21.0
	"2012"	"2012"	"#Septicemia (A40-A41)"	"GR113-010"	"White"	"2106-3"	"Female"	"F"	14146	101925742	13.9	9.0
	"2012"	"2012"	"#Septicemia (A40-A41)"	"GR113-010"	"White"	"2106-3"	"Male"	"M"	12446	98773105	12.6	10.8
	"2012"	"2012"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Black or African American"	"2054-5"	"Female"	"F"	1357	21087405	6.4	6.5
	"2012"	"2012"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Black or African American"	"2054-5"	"Male"	"M"	2491	19303983	12.9	13.7
	"2012"	"2012"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"White"	"2106-3"	"Female"	"F"	358	101925742	0.4	0.3
	"2012"	"2012"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"White"	"2106-3"	"Male"	"M"	1882	98773105	1.9	1.7
	"2012"	"2012"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Black or African American"	"2054-5"	"Female"	"F"	32560	21087405	154.4	165.7
	"2012"	"2012"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Black or African American"	"2054-5"	"Male"	"M"	34005	19303983	176.2	252.3
	"2012"	"2012"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"White"	"2106-3"	"Female"	"F"	218574	101925742	214.4	146.0
	"2012"	"2012"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"White"	"2106-3"	"Male"	"M"	243925	98773105	247.0	204.0
	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"Black or African American"	"2054-5"	"Female"	"F"	6764	21087405	32.1	35.5
	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"Black or African American"	"2054-5"	"Male"	"M"	6072	19303983	31.5	44.9
	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"White"	"2106-3"	"Female"	"F"	23400	101925742	23.0	15.0
	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"White"	"2106-3"	"Male"	"M"	27043	98773105	27.4	23.0
	"2012"	"2012"	"#Parkinson disease (G20-G21)"	"GR113-051"	"Black or African American"	"2054-5"	"Female"	"F"	371	21087405	1.8	2.1
	"2012"	"2012"	"#Parkinson disease (G20-G21)"	"GR113-051"	"Black or African American"	"2054-5"	"Male"	"M"	547	19303983	2.8	5.6
	"2012"	"2012"	"#Parkinson disease (G20-G21)"	"GR113-051"	"White"	"2106-3"	"Female"	"F"	8547	101925742	8.4	5.1
	"2012"	"2012"	"#Parkinson disease (G20-G21)"	"GR113-051"	"White"	"2106-3"	"Male"	"M"	12654	98773105	12.8	11.6
	"2012"	"2012"	"#Alzheimer disease (G30)"	"GR113-052"	"Black or African American"	"2054-5"	"Female"	"F"	3861	21087405	18.3	21.4
	"2012"	"2012"	"#Alzheimer disease (G30)"	"GR113-052"	"Black or African American"	"2054-5"	"Male"	"M"	1531	19303983	7.9	17.3
	"2012"	"2012"	"#Alzheimer disease (G30)"	"GR113-052"	"White"	"2106-3"	"Female"	"F"	50369	101925742	49.4	27.6
	"2012"	"2012"	"#Alzheimer disease (G30)"	"GR113-052"	"White"	"2106-3"	"Male"	"M"	22403	98773105	22.7	20.8
	"2012"	"2012"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Black or African American"	"2054-5"	"Female"	"F"	33561	21087405	159.2	176.5
	"2012"	"2012"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Black or African American"	"2054-5"	"Male"	"M"	35586	19303983	184.3	270.9
	"2012"	"2012"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"White"	"2106-3"	"Female"	"F"	231875	101925742	227.5	135.8
	"2012"	"2012"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"White"	"2106-3"	"Male"	"M"	250116	98773105	253.2	217.7
	"2012"	"2012"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"Black or African American"	"2054-5"	"Female"	"F"	2852	21087405	13.5	15.1
	"2012"	"2012"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"Black or African American"	"2054-5"	"Male"	"M"	2288	19303983	11.9	18.1
	"2012"	"2012"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"White"	"2106-3"	"Female"	"F"	12793	101925742	12.6	7.3
	"2012"	"2012"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"White"	"2106-3"	"Male"	"M"	8263	98773105	8.4	7.2
	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"Black or African American"	"2054-5"	"Female"	"F"	8739	21087405	41.4	46.4
	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"Black or African American"	"2054-5"	"Male"	"M"	6975	19303983	36.1	55.1
	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"White"	"2106-3"	"Female"	"F"	60368	101925742	59.2	35.5
	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"White"	"2106-3"	"Male"	"M"	39786	98773105	40.3	35.3
	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"Black or African American"	"2054-5"	"Female"	"F"	2552	21087405	12.1	13.6
	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"Black or African American"	"2054-5"	"Male"	"M"	2371	19303983	12.3	20.3
	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"White"	"2106-3"	"Female"	"F"	21500	101925742	21.1	12.6
	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"White"	"2106-3"	"Male"	"M"	18960	98773105	19.2	17.1
